"cond" "subj" "trial" "pattern" "resp" "RT" "true_cat" "obs_cat" "learn"
"5695" 3 9 63 5 0 732 1 0 1
"5696" 3 9 64 4 0 2163 0 1 1
"5697" 3 10 1 5 0 1061 1 0 1
"5698" 3 10 2 7 1 1324 1 1 1
"5699" 3 10 3 3 0 929 1 0 1
"5700" 3 10 4 4 0 1160 0 1 1
"5701" 3 10 5 2 0 3032 0 1 1
"5702" 3 10 6 1 1 1944 0 0 1
"5703" 3 10 7 6 0 1391 0 1 1
"5704" 3 10 8 8 0 3168 1 0 1
"5705" 3 10 9 2 0 2001 0 1 1
"5706" 3 10 10 8 1 1380 1 1 1
"5707" 3 10 11 5 0 1427 1 0 1
"5708" 3 10 12 6 0 1166 0 1 1
"5709" 3 10 13 4 1 984 0 0 1
"5710" 3 10 14 1 1 2510 0 0 1
"5711" 3 10 15 3 0 1540 1 0 1
"5712" 3 10 16 7 0 1444 1 0 1
"5713" 3 10 17 2 0 2091 0 1 1
"5714" 3 10 18 4 1 1229 0 0 1
"5715" 3 10 19 7 0 2396 1 0 1
"5716" 3 10 20 3 1 4419 1 1 1
"5717" 3 10 21 6 0 2042 0 1 1
"5718" 3 10 22 1 1 1647 0 0 1
"5719" 3 10 23 5 1 2596 1 1 1
"5720" 3 10 24 8 1 1754 1 1 1
"5721" 3 10 25 1 1 854 0 0 1
"5722" 3 10 26 6 0 1041 0 1 1
"5723" 3 10 27 3 1 1344 1 1 1
"5724" 3 10 28 4 1 1431 0 0 1
"5725" 3 10 29 8 1 1629 1 1 1
"5726" 3 10 30 7 1 1263 1 1 1
"5727" 3 10 31 2 1 661 0 0 1
"5728" 3 10 32 5 1 2629 1 1 1
"5729" 3 10 33 5 1 1019 1 1 1
"5730" 3 10 34 1 1 722 0 0 1
"5731" 3 10 35 6 1 1852 0 0 1
"5732" 3 10 36 8 0 1056 1 0 1
"5733" 3 10 37 2 1 2018 0 0 1
"5734" 3 10 38 7 1 2887 1 1 1
"5735" 3 10 39 3 0 1912 1 0 1
"5736" 3 10 40 4 1 1795 0 0 1
"5737" 3 10 41 1 1 2264 0 0 1
"5738" 3 10 42 4 1 1096 0 0 1
"5739" 3 10 43 8 1 1140 1 1 1
"5740" 3 10 44 6 0 2116 0 1 1
"5741" 3 10 45 3 1 3356 1 1 1
"5742" 3 10 46 2 1 1059 0 0 1
"5743" 3 10 47 7 1 1331 1 1 1
"5744" 3 10 48 5 0 867 1 0 1
"5745" 3 10 49 1 1 4089 0 0 1
"5746" 3 10 50 6 0 1415 0 1 1
"5747" 3 10 51 7 0 1519 1 0 1
"5748" 3 10 52 8 1 702 1 1 1
"5749" 3 10 53 5 1 867 1 1 1
"5750" 3 10 54 3 0 830 1 0 1
"5751" 3 10 55 2 1 1167 0 0 1
"5752" 3 10 56 4 1 1972 0 0 1
"5753" 3 10 57 6 1 2521 0 0 1
"5754" 3 10 58 7 1 1803 1 1 1
"5755" 3 10 59 3 0 1554 1 0 1
"5756" 3 10 60 2 1 992 0 0 1
"5757" 3 10 61 8 0 982 1 0 1
"5758" 3 10 62 1 1 2299 0 0 1
"5759" 3 10 63 5 1 988 1 1 1
"5760" 3 10 64 4 1 1262 0 0 1
"5761" 3 11 1 5 0 583 1 0 1
"5762" 3 11 2 7 1 685 1 1 1
"5763" 3 11 3 3 0 823 1 0 1
"5764" 3 11 4 4 1 1408 0 0 1
"5765" 3 11 5 2 0 808 0 1 1
"5766" 3 11 6 1 0 1737 0 1 1
"5767" 3 11 7 6 0 1674 0 1 1
"5768" 3 11 8 8 0 829 1 0 1
"5769" 3 11 9 2 1 2846 0 0 1
"5770" 3 11 10 8 0 1892 1 0 1
"5771" 3 11 11 5 1 1814 1 1 1
"5772" 3 11 12 6 1 831 0 0 1
"5773" 3 11 13 4 1 2170 0 0 1
"5774" 3 11 14 1 0 572 0 1 1
"5775" 3 11 15 3 1 2255 1 1 1
"5776" 3 11 16 7 1 2018 1 1 1
"5777" 3 11 17 2 1 2202 0 0 1
"5778" 3 11 18 4 0 2276 0 1 1
"5779" 3 11 19 7 0 956 1 0 1
"5780" 3 11 20 3 1 1073 1 1 1
"5781" 3 11 21 6 1 912 0 0 1
"5782" 3 11 22 1 1 1105 0 0 1
"5783" 3 11 23 5 1 730 1 1 1
"5784" 3 11 24 8 0 1594 1 0 1
"5785" 3 11 25 1 0 1363 0 1 1
"5786" 3 11 26 6 1 446 0 0 1
"5787" 3 11 27 3 1 512 1 1 1
"5788" 3 11 28 4 1 630 0 0 1
"5789" 3 11 29 8 0 822 1 0 1
"5790" 3 11 30 7 1 651 1 1 1
"5791" 3 11 31 2 0 477 0 1 1
"5792" 3 11 32 5 1 1660 1 1 1
"5793" 3 11 33 5 1 590 1 1 1
"5794" 3 11 34 1 1 1017 0 0 1
"5795" 3 11 35 6 0 1400 0 1 1
"5796" 3 11 36 8 0 1116 1 0 1
"5797" 3 11 37 2 1 1534 0 0 1
"5798" 3 11 38 7 0 1129 1 0 1
"5799" 3 11 39 3 1 607 1 1 1
"5800" 3 11 40 4 1 779 0 0 1
"5801" 3 11 41 1 0 699 0 1 1
"5802" 3 11 42 4 1 533 0 0 1
"5803" 3 11 43 8 0 860 1 0 1
"5804" 3 11 44 6 1 591 0 0 1
"5805" 3 11 45 3 1 666 1 1 1
"5806" 3 11 46 2 1 1072 0 0 1
"5807" 3 11 47 7 1 497 1 1 1
"5808" 3 11 48 5 1 640 1 1 1
"5809" 3 11 49 1 1 713 0 0 1
"5810" 3 11 50 6 1 589 0 0 1
"5811" 3 11 51 7 0 438 1 0 1
"5812" 3 11 52 8 1 627 1 1 1
"5813" 3 11 53 5 1 472 1 1 1
"5814" 3 11 54 3 0 829 1 0 1
"5815" 3 11 55 2 0 575 0 1 1
"5816" 3 11 56 4 1 350 0 0 1
"5817" 3 11 57 6 1 403 0 0 1
"5818" 3 11 58 7 1 666 1 1 1
"5819" 3 11 59 3 1 414 1 1 1
"5820" 3 11 60 2 1 322 0 0 1
"5821" 3 11 61 8 0 976 1 0 1
"5822" 3 11 62 1 0 788 0 1 1
"5823" 3 11 63 5 1 392 1 1 1
"5824" 3 11 64 4 1 500 0 0 1
"5825" 3 12 1 5 0 2397 1 0 1
"5826" 3 12 2 7 1 1003 1 1 1
"5827" 3 12 3 3 1 971 1 1 1
"5828" 3 12 4 4 1 1012 0 0 1
"5829" 3 12 5 2 1 1573 0 0 1
"5830" 3 12 6 1 0 1096 0 1 1
"5831" 3 12 7 6 1 1748 0 0 1
"5832" 3 12 8 8 0 858 1 0 1
"5833" 3 12 9 2 1 1580 0 0 1
"5834" 3 12 10 8 1 559 1 1 1
"5835" 3 12 11 5 1 986 1 1 1
"5836" 3 12 12 6 0 781 0 1 1
"5837" 3 12 13 4 1 999 0 0 1
"5838" 3 12 14 1 0 698 0 1 1
"5839" 3 12 15 3 1 1661 1 1 1
"5840" 3 12 16 7 0 1495 1 0 1
"5841" 3 12 17 2 0 1116 0 1 1
"5842" 3 12 18 4 1 510 0 0 1
"5843" 3 12 19 7 1 801 1 1 1
"5844" 3 12 20 3 1 679 1 1 1
"5845" 3 12 21 6 1 620 0 0 1
"5846" 3 12 22 1 0 419 0 1 1
"5847" 3 12 23 5 1 949 1 1 1
"5848" 3 12 24 8 1 1150 1 1 1
"5849" 3 12 25 1 0 1494 0 1 1
"5850" 3 12 26 6 0 885 0 1 1
"5851" 3 12 27 3 1 1272 1 1 1
"5852" 3 12 28 4 1 757 0 0 1
"5853" 3 12 29 8 0 489 1 0 1
"5854" 3 12 30 7 0 1178 1 0 1
"5855" 3 12 31 2 0 763 0 1 1
"5856" 3 12 32 5 0 540 1 0 1
"5857" 3 12 33 5 1 1293 1 1 1
"5858" 3 12 34 1 1 780 0 0 1
"5859" 3 12 35 6 1 1820 0 0 1
"5860" 3 12 36 8 1 825 1 1 1
"5861" 3 12 37 2 1 726 0 0 1
"5862" 3 12 38 7 0 1057 1 0 1
"5863" 3 12 39 3 0 1084 1 0 1
"5864" 3 12 40 4 0 1845 0 1 1
"5865" 3 12 41 1 1 828 0 0 1
"5866" 3 12 42 4 0 932 0 1 1
"5867" 3 12 43 8 1 2094 1 1 1
"5868" 3 12 44 6 1 716 0 0 1
"5869" 3 12 45 3 1 432 1 1 1
"5870" 3 12 46 2 0 719 0 1 1
"5871" 3 12 47 7 0 1053 1 0 1
"5872" 3 12 48 5 1 412 1 1 1
"5873" 3 12 49 1 0 612 0 1 1
"5874" 3 12 50 6 1 93 0 0 1
"5875" 3 12 51 7 1 2573 1 1 1
"5876" 3 12 52 8 1 1303 1 1 1
"5877" 3 12 53 5 0 543 1 0 1
"5878" 3 12 54 3 0 1573 1 0 1
"5879" 3 12 55 2 0 420 0 1 1
"5880" 3 12 56 4 1 607 0 0 1
"5881" 3 12 57 6 1 534 0 0 1
"5882" 3 12 58 7 1 1123 1 1 1
"5883" 3 12 59 3 0 525 1 0 1
"5884" 3 12 60 2 0 824 0 1 1
"5885" 3 12 61 8 0 735 1 0 1
"5886" 3 12 62 1 0 350 0 1 1
"5887" 3 12 63 5 0 983 1 0 1
"5888" 3 12 64 4 0 1357 0 1 1
"5889" 3 13 1 5 0 638 1 0 1
"5890" 3 13 2 7 1 657 1 1 1
"5891" 3 13 3 3 0 1073 1 0 1
"5892" 3 13 4 4 1 906 0 0 1
"5893" 3 13 5 2 1 598 0 0 1
"5894" 3 13 6 1 0 611 0 1 1
"5895" 3 13 7 6 1 599 0 0 1
"5896" 3 13 8 8 0 450 1 0 1
"5897" 3 13 9 2 0 884 0 1 1
"5898" 3 13 10 8 0 646 1 0 1
"5899" 3 13 11 5 0 868 1 0 1
"5900" 3 13 12 6 1 634 0 0 1
"5901" 3 13 13 4 1 724 0 0 1
"5902" 3 13 14 1 0 543 0 1 1
"5903" 3 13 15 3 1 2262 1 1 1
"5904" 3 13 16 7 1 1009 1 1 1
"5905" 3 13 17 2 1 849 0 0 1
"5906" 3 13 18 4 1 682 0 0 1
"5907" 3 13 19 7 1 1020 1 1 1
"5908" 3 13 20 3 1 450 1 1 1
"5909" 3 13 21 6 1 437 0 0 1
"5910" 3 13 22 1 1 659 0 0 1
"5911" 3 13 23 5 1 593 1 1 1
"5912" 3 13 24 8 0 577 1 0 1
"5913" 3 13 25 1 0 454 0 1 1
"5914" 3 13 26 6 1 396 0 0 1
"5915" 3 13 27 3 1 623 1 1 1
"5916" 3 13 28 4 1 1115 0 0 1
"5917" 3 13 29 8 0 706 1 0 1
"5918" 3 13 30 7 1 489 1 1 1
"5919" 3 13 31 2 0 713 0 1 1
"5920" 3 13 32 5 1 1027 1 1 1
"5921" 3 13 33 5 1 564 1 1 1
"5922" 3 13 34 1 1 856 0 0 1
"5923" 3 13 35 6 1 613 0 0 1
"5924" 3 13 36 8 0 381 1 0 1
"5925" 3 13 37 2 1 896 0 0 1
"5926" 3 13 38 7 1 716 1 1 1
"5927" 3 13 39 3 1 435 1 1 1
"5928" 3 13 40 4 1 581 0 0 1
"5929" 3 13 41 1 0 922 0 1 1
"5930" 3 13 42 4 1 548 0 0 1
"5931" 3 13 43 8 0 438 1 0 1
"5932" 3 13 44 6 1 585 0 0 1
"5933" 3 13 45 3 1 526 1 1 1
"5934" 3 13 46 2 1 2844 0 0 1
"5935" 3 13 47 7 1 1046 1 1 1
"5936" 3 13 48 5 1 566 1 1 1
"5937" 3 13 49 1 0 587 0 1 1
"5938" 3 13 50 6 1 460 0 0 1
"5939" 3 13 51 7 1 5386 1 1 1
"5940" 3 13 52 8 0 606 1 0 1
"5941" 3 13 53 5 1 3174 1 1 1
"5942" 3 13 54 3 1 822 1 1 1
"5943" 3 13 55 2 1 1321 0 0 1
"5944" 3 13 56 4 1 2123 0 0 1
"5945" 3 13 57 6 1 602 0 0 1
"5946" 3 13 58 7 1 860 1 1 1
"5947" 3 13 59 3 1 1628 1 1 1
"5948" 3 13 60 2 1 412 0 0 1
"5949" 3 13 61 8 0 624 1 0 1
"5950" 3 13 62 1 0 2462 0 1 1
"5951" 3 13 63 5 1 821 1 1 1
"5952" 3 13 64 4 1 627 0 0 1
"5953" 3 14 1 5 0 809 1 0 1
"5954" 3 14 2 7 0 1387 1 0 1
"5955" 3 14 3 3 0 1624 1 0 1
"5956" 3 14 4 4 1 1091 0 0 1
"5957" 3 14 5 2 0 2014 0 1 1
"5958" 3 14 6 1 0 2188 0 1 1
"5959" 3 14 7 6 1 711 0 0 1
"5960" 3 14 8 8 0 868 1 0 1
"5961" 3 14 9 2 1 2556 0 0 1
"5962" 3 14 10 8 1 1532 1 1 1
"5963" 3 14 11 5 1 1365 1 1 1
"5964" 3 14 12 6 1 1109 0 0 1
"5965" 3 14 13 4 1 1014 0 0 1
"5966" 3 14 14 1 0 818 0 1 1
"5967" 3 14 15 3 1 1365 1 1 1
"5968" 3 14 16 7 0 1215 1 0 1
"5969" 3 14 17 2 0 1444 0 1 1
"5970" 3 14 18 4 1 2021 0 0 1
"5971" 3 14 19 7 0 1169 1 0 1
"5972" 3 14 20 3 0 1017 1 0 1
"5973" 3 14 21 6 1 2344 0 0 1
"5974" 3 14 22 1 0 536 0 1 1
"5975" 3 14 23 5 0 2236 1 0 1
"5976" 3 14 24 8 0 2119 1 0 1
"5977" 3 14 25 1 1 2763 0 0 1
"5978" 3 14 26 6 1 804 0 0 1
"5979" 3 14 27 3 1 2236 1 1 1
"5980" 3 14 28 4 0 546 0 1 1
"5981" 3 14 29 8 1 1137 1 1 1
"5982" 3 14 30 7 1 1449 1 1 1
"5983" 3 14 31 2 1 1176 0 0 1
"5984" 3 14 32 5 1 1355 1 1 1
"5985" 3 14 33 5 1 968 1 1 1
"5986" 3 14 34 1 1 824 0 0 1
"5987" 3 14 35 6 1 1005 0 0 1
"5988" 3 14 36 8 0 912 1 0 1
"5989" 3 14 37 2 0 3772 0 1 1
"5990" 3 14 38 7 1 834 1 1 1
"5991" 3 14 39 3 0 658 1 0 1
"5992" 3 14 40 4 1 1740 0 0 1
"5993" 3 14 41 1 1 1670 0 0 1
"5994" 3 14 42 4 1 1171 0 0 1
"5995" 3 14 43 8 1 1338 1 1 1
"5996" 3 14 44 6 1 1592 0 0 1
"5997" 3 14 45 3 1 1530 1 1 1
"5998" 3 14 46 2 0 915 0 1 1
"5999" 3 14 47 7 1 1143 1 1 1
"6000" 3 14 48 5 1 2318 1 1 1
"6001" 3 14 49 1 1 1072 0 0 1
"6002" 3 14 50 6 1 464 0 0 1
"6003" 3 14 51 7 0 1458 1 0 1
"6004" 3 14 52 8 1 837 1 1 1
"6005" 3 14 53 5 1 1215 1 1 1
"6006" 3 14 54 3 0 889 1 0 1
"6007" 3 14 55 2 1 1436 0 0 1
"6008" 3 14 56 4 1 862 0 0 1
"6009" 3 14 57 6 1 584 0 0 1
"6010" 3 14 58 7 1 1116 1 1 1
"6011" 3 14 59 3 1 471 1 1 1
"6012" 3 14 60 2 1 527 0 0 1
"6013" 3 14 61 8 0 559 1 0 1
"6014" 3 14 62 1 1 2273 0 0 1
"6015" 3 14 63 5 1 721 1 1 1
"6016" 3 14 64 4 1 968 0 0 1
"6017" 3 15 1 5 0 1458 1 0 1
"6018" 3 15 2 7 1 1156 1 1 1
"6019" 3 15 3 3 0 547 1 0 1
"6020" 3 15 4 4 1 836 0 0 1
"6021" 3 15 5 2 1 747 0 0 1
"6022" 3 15 6 1 0 467 0 1 1
"6023" 3 15 7 6 1 898 0 0 1
"6024" 3 15 8 8 0 520 1 0 1
"6025" 3 15 9 2 0 914 0 1 1
"6026" 3 15 10 8 0 1266 1 0 1
"6027" 3 15 11 5 1 1128 1 1 1
"6028" 3 15 12 6 1 1391 0 0 1
"6029" 3 15 13 4 1 926 0 0 1
"6030" 3 15 14 1 0 779 0 1 1
"6031" 3 15 15 3 1 909 1 1 1
"6032" 3 15 16 7 1 1416 1 1 1
"6033" 3 15 17 2 0 1608 0 1 1
"6034" 3 15 18 4 1 567 0 0 1
"6035" 3 15 19 7 1 477 1 1 1
"6036" 3 15 20 3 1 581 1 1 1
"6037" 3 15 21 6 1 748 0 0 1
"6038" 3 15 22 1 0 685 0 1 1
"6039" 3 15 23 5 1 538 1 1 1
"6040" 3 15 24 8 0 443 1 0 1
"6041" 3 15 25 1 0 2100 0 1 1
"6042" 3 15 26 6 1 1026 0 0 1
"6043" 3 15 27 3 0 1187 1 0 1
"6044" 3 15 28 4 0 627 0 1 1
"6045" 3 15 29 8 0 1321 1 0 1
"6046" 3 15 30 7 1 683 1 1 1
"6047" 3 15 31 2 1 1640 0 0 1
"6048" 3 15 32 5 1 1553 1 1 1
"6049" 3 15 33 5 1 767 1 1 1
"6050" 3 15 34 1 1 437 0 0 1
"6051" 3 15 35 6 0 1574 0 1 1
"6052" 3 15 36 8 1 622 1 1 1
"6053" 3 15 37 2 1 1850 0 0 1
"6054" 3 15 38 7 1 645 1 1 1
"6055" 3 15 39 3 0 1460 1 0 1
"6056" 3 15 40 4 1 1233 0 0 1
"6057" 3 15 41 1 1 524 0 0 1
"6058" 3 15 42 4 1 686 0 0 1
"6059" 3 15 43 8 1 565 1 1 1
"6060" 3 15 44 6 0 753 0 1 1
"6061" 3 15 45 3 0 1342 1 0 1
"6062" 3 15 46 2 1 986 0 0 1
"6063" 3 15 47 7 1 1034 1 1 1
"6064" 3 15 48 5 1 1047 1 1 1
"6065" 3 15 49 1 1 975 0 0 1
"6066" 3 15 50 6 0 1015 0 1 1
"6067" 3 15 51 7 1 899 1 1 1
"6068" 3 15 52 8 1 606 1 1 1
"6069" 3 15 53 5 1 846 1 1 1
"6070" 3 15 54 3 1 829 1 1 1
"6071" 3 15 55 2 1 555 0 0 1
"6072" 3 15 56 4 0 918 0 1 1
"6073" 3 15 57 6 0 626 0 1 1
"6074" 3 15 58 7 1 827 1 1 1
"6075" 3 15 59 3 0 843 1 0 1
"6076" 3 15 60 2 1 826 0 0 1
"6077" 3 15 61 8 1 863 1 1 1
"6078" 3 15 62 1 1 1074 0 0 1
"6079" 3 15 63 5 1 445 1 1 1
"6080" 3 15 64 4 0 1045 0 1 1
"6081" 3 16 1 5 0 2591 1 0 1
"6082" 3 16 2 7 1 3295 1 1 1
"6083" 3 16 3 3 1 1299 1 1 1
"6084" 3 16 4 4 1 1106 0 0 1
"6085" 3 16 5 2 1 1990 0 0 1
"6086" 3 16 6 1 0 729 0 1 1
"6087" 3 16 7 6 0 2258 0 1 1
"6088" 3 16 8 8 0 722 1 0 1
"6089" 3 16 9 2 1 1378 0 0 1
"6090" 3 16 10 8 1 662 1 1 1
"6091" 3 16 11 5 0 1868 1 0 1
"6092" 3 16 12 6 0 1613 0 1 1
"6093" 3 16 13 4 0 1072 0 1 1
"6094" 3 16 14 1 1 4022 0 0 1
"6095" 3 16 15 3 0 3606 1 0 1
"6096" 3 16 16 7 1 2839 1 1 1
"6097" 3 16 17 2 0 3294 0 1 1
"6098" 3 16 18 4 0 5201 0 1 1
"6099" 3 16 19 7 1 701 1 1 1
"6100" 3 16 20 3 0 1341 1 0 1
"6101" 3 16 21 6 1 4270 0 0 1
"6102" 3 16 22 1 0 749 0 1 1
"6103" 3 16 23 5 1 5630 1 1 1
"6104" 3 16 24 8 0 1364 1 0 1
"6105" 3 16 25 1 1 781 0 0 1
"6106" 3 16 26 6 0 1829 0 1 1
"6107" 3 16 27 3 1 1007 1 1 1
"6108" 3 16 28 4 1 593 0 0 1
"6109" 3 16 29 8 0 1727 1 0 1
"6110" 3 16 30 7 1 4689 1 1 1
"6111" 3 16 31 2 0 575 0 1 1
"6112" 3 16 32 5 0 2865 1 0 1
"6113" 3 16 33 5 1 685 1 1 1
"6114" 3 16 34 1 0 630 0 1 1
"6115" 3 16 35 6 0 619 0 1 1
"6116" 3 16 36 8 1 801 1 1 1
"6117" 3 16 37 2 1 2345 0 0 1
"6118" 3 16 38 7 1 909 1 1 1
"6119" 3 16 39 3 1 4025 1 1 1
"6120" 3 16 40 4 1 1543 0 0 1
"6121" 3 16 41 1 1 1865 0 0 1
"6122" 3 16 42 4 0 3859 0 1 1
"6123" 3 16 43 8 1 1054 1 1 1
"6124" 3 16 44 6 0 5039 0 1 1
"6125" 3 16 45 3 0 1292 1 0 1
"6126" 3 16 46 2 1 1003 0 0 1
"6127" 3 16 47 7 1 1090 1 1 1
"6128" 3 16 48 5 0 3330 1 0 1
"6129" 3 16 49 1 0 5671 0 1 1
"6130" 3 16 50 6 1 6885 0 0 1
"6131" 3 16 51 7 1 1138 1 1 1
"6132" 3 16 52 8 0 1115 1 0 1
"6133" 3 16 53 5 0 4090 1 0 1
"6134" 3 16 54 3 0 943 1 0 1
"6135" 3 16 55 2 0 794 0 1 1
"6136" 3 16 56 4 0 1736 0 1 1
"6137" 3 16 57 6 0 1419 0 1 1
"6138" 3 16 58 7 1 1415 1 1 1
"6139" 3 16 59 3 0 1035 1 0 1
"6140" 3 16 60 2 1 979 0 0 1
"6141" 3 16 61 8 1 882 1 1 1
"6142" 3 16 62 1 0 2481 0 1 1
"6143" 3 16 63 5 1 1603 1 1 1
"6144" 3 16 64 4 1 954 0 0 1
"6145" 3 17 1 5 0 13260 1 0 1
"6146" 3 17 2 7 1 593 1 1 1
"6147" 3 17 3 3 1 594 1 1 1
"6148" 3 17 4 4 1 518 0 0 1
"6149" 3 17 5 2 1 886 0 0 1
"6150" 3 17 6 1 0 618 0 1 1
"6151" 3 17 7 6 1 515 0 0 1
"6152" 3 17 8 8 0 439 1 0 1
"6153" 3 17 9 2 0 691 0 1 1
"6154" 3 17 10 8 0 1930 1 0 1
"6155" 3 17 11 5 1 1409 1 1 1
"6156" 3 17 12 6 0 701 0 1 1
"6157" 3 17 13 4 1 3693 0 0 1
"6158" 3 17 14 1 0 3348 0 1 1
"6159" 3 17 15 3 0 1614 1 0 1
"6160" 3 17 16 7 0 2082 1 0 1
"6161" 3 17 17 2 1 1991 0 0 1
"6162" 3 17 18 4 1 816 0 0 1
"6163" 3 17 19 7 1 636 1 1 1
"6164" 3 17 20 3 0 1472 1 0 1
"6165" 3 17 21 6 0 1990 0 1 1
"6166" 3 17 22 1 1 1448 0 0 1
"6167" 3 17 23 5 1 2369 1 1 1
"6168" 3 17 24 8 1 1930 1 1 1
"6169" 3 17 25 1 1 1031 0 0 1
"6170" 3 17 26 6 0 1441 0 1 1
"6171" 3 17 27 3 1 704 1 1 1
"6172" 3 17 28 4 1 1636 0 0 1
"6173" 3 17 29 8 1 1955 1 1 1
"6174" 3 17 30 7 1 603 1 1 1
"6175" 3 17 31 2 1 893 0 0 1
"6176" 3 17 32 5 1 1792 1 1 1
"6177" 3 17 33 5 1 1007 1 1 1
"6178" 3 17 34 1 1 1273 0 0 1
"6179" 3 17 35 6 0 1718 0 1 1
"6180" 3 17 36 8 1 901 1 1 1
"6181" 3 17 37 2 1 765 0 0 1
"6182" 3 17 38 7 1 733 1 1 1
"6183" 3 17 39 3 1 839 1 1 1
"6184" 3 17 40 4 1 941 0 0 1
"6185" 3 17 41 1 0 701 0 1 1
"6186" 3 17 42 4 1 1269 0 0 1
"6187" 3 17 43 8 1 532 1 1 1
"6188" 3 17 44 6 0 1641 0 1 1
"6189" 3 17 45 3 0 2639 1 0 1
"6190" 3 17 46 2 1 583 0 0 1
"6191" 3 17 47 7 1 638 1 1 1
"6192" 3 17 48 5 1 1134 1 1 1
"6193" 3 17 49 1 1 1458 0 0 1
"6194" 3 17 50 6 1 1406 0 0 1
"6195" 3 17 51 7 1 840 1 1 1
"6196" 3 17 52 8 1 759 1 1 1
"6197" 3 17 53 5 1 961 1 1 1
"6198" 3 17 54 3 1 926 1 1 1
"6199" 3 17 55 2 1 578 0 0 1
"6200" 3 17 56 4 1 1154 0 0 1
"6201" 3 17 57 6 1 1169 0 0 1
"6202" 3 17 58 7 1 668 1 1 1
"6203" 3 17 59 3 1 880 1 1 1
"6204" 3 17 60 2 1 749 0 0 1
"6205" 3 17 61 8 1 1700 1 1 1
"6206" 3 17 62 1 1 1197 0 0 1
"6207" 3 17 63 5 1 896 1 1 1
"6208" 3 17 64 4 1 752 0 0 1
"6209" 3 18 1 5 0 1450 1 0 1
"6210" 3 18 2 7 1 1869 1 1 1
"6211" 3 18 3 3 1 1645 1 1 1
"6212" 3 18 4 4 1 852 0 0 1
"6213" 3 18 5 2 1 2719 0 0 1
"6214" 3 18 6 1 0 1710 0 1 1
"6215" 3 18 7 6 1 5653 0 0 1
"6216" 3 18 8 8 0 1536 1 0 1
"6217" 3 18 9 2 0 8371 0 1 1
"6218" 3 18 10 8 0 2724 1 0 1
"6219" 3 18 11 5 0 3681 1 0 1
"6220" 3 18 12 6 1 3829 0 0 1
"6221" 3 18 13 4 1 5660 0 0 1
"6222" 3 18 14 1 0 1240 0 1 1
"6223" 3 18 15 3 0 2557 1 0 1
"6224" 3 18 16 7 0 5088 1 0 1
"6225" 3 18 17 2 1 3042 0 0 1
"6226" 3 18 18 4 1 3567 0 0 1
"6227" 3 18 19 7 0 3964 1 0 1
"6228" 3 18 20 3 1 1767 1 1 1
"6229" 3 18 21 6 1 928 0 0 1
"6230" 3 18 22 1 0 778 0 1 1
"6231" 3 18 23 5 0 2987 1 0 1
"6232" 3 18 24 8 0 1811 1 0 1
"6233" 3 18 25 1 0 7652 0 1 1
"6234" 3 18 26 6 1 1917 0 0 1
"6235" 3 18 27 3 1 2225 1 1 1
"6236" 3 18 28 4 1 7257 0 0 1
"6237" 3 18 29 8 1 963 1 1 1
"6238" 3 18 30 7 1 7373 1 1 1
"6239" 3 18 31 2 1 3148 0 0 1
"6240" 3 18 32 5 0 5997 1 0 1
"6241" 3 18 33 5 1 899 1 1 1
"6242" 3 18 34 1 1 1080 0 0 1
"6243" 3 18 35 6 0 2852 0 1 1
"6244" 3 18 36 8 0 1321 1 0 1
"6245" 3 18 37 2 1 1883 0 0 1
"6246" 3 18 38 7 0 4402 1 0 1
"6247" 3 18 39 3 1 2774 1 1 1
"6248" 3 18 40 4 1 1525 0 0 1
"6249" 3 18 41 1 0 1948 0 1 1
"6250" 3 18 42 4 1 2347 0 0 1
"6251" 3 18 43 8 1 1620 1 1 1
"6252" 3 18 44 6 0 936 0 1 1
"6253" 3 18 45 3 1 3297 1 1 1
"6254" 3 18 46 2 1 1588 0 0 1
"6255" 3 18 47 7 0 3028 1 0 1
"6256" 3 18 48 5 0 784 1 0 1
"6257" 3 18 49 1 1 2341 0 0 1
"6258" 3 18 50 6 1 4609 0 0 1
"6259" 3 18 51 7 1 2128 1 1 1
"6260" 3 18 52 8 0 1334 1 0 1
"6261" 3 18 53 5 0 2349 1 0 1
"6262" 3 18 54 3 0 787 1 0 1
"6263" 3 18 55 2 1 1797 0 0 1
"6264" 3 18 56 4 1 786 0 0 1
"6265" 3 18 57 6 0 1776 0 1 1
"6266" 3 18 58 7 1 5532 1 1 1
"6267" 3 18 59 3 0 1738 1 0 1
"6268" 3 18 60 2 1 1756 0 0 1
"6269" 3 18 61 8 0 3435 1 0 1
"6270" 3 18 62 1 1 1611 0 0 1
"6271" 3 18 63 5 1 4537 1 1 1
"6272" 3 18 64 4 1 1911 0 0 1
"6273" 3 19 1 5 0 886 1 0 1
"6274" 3 19 2 7 1 1193 1 1 1
"6275" 3 19 3 3 1 943 1 1 1
"6276" 3 19 4 4 1 526 0 0 1
"6277" 3 19 5 2 0 2238 0 1 1
"6278" 3 19 6 1 0 1356 0 1 1
"6279" 3 19 7 6 0 1664 0 1 1
"6280" 3 19 8 8 0 2124 1 0 1
"6281" 3 19 9 2 0 2130 0 1 1
"6282" 3 19 10 8 1 1647 1 1 1
"6283" 3 19 11 5 0 1446 1 0 1
"6284" 3 19 12 6 0 1102 0 1 1
"6285" 3 19 13 4 0 1967 0 1 1
"6286" 3 19 14 1 0 4453 0 1 1
