"cond" "subj" "trial" "pattern" "resp" "RT" "true_cat" "obs_cat" "learn"
"1" 1 1 1 5 0 1982 1 0 1
"2" 1 1 2 7 1 1906 1 1 1
"3" 1 1 3 3 1 1219 0 0 1
"4" 1 1 4 4 0 1422 0 1 1
"5" 1 1 5 2 0 721 0 1 1
"6" 1 1 6 1 0 708 0 1 1
"7" 1 1 7 6 0 1664 1 0 1
"8" 1 1 8 8 0 1960 1 0 1
"9" 1 1 9 2 0 1764 0 1 1
"10" 1 1 10 8 1 1930 1 1 1
"11" 1 1 11 5 0 1024 1 0 1
"12" 1 1 12 6 1 1116 1 1 1
"13" 1 1 13 4 0 1228 0 1 1
"14" 1 1 14 1 1 1804 0 0 1
"15" 1 1 15 3 1 2008 0 0 1
"16" 1 1 16 7 1 1493 1 1 1
"17" 1 1 17 2 1 860 0 0 1
"18" 1 1 18 4 1 1991 0 0 1
"19" 1 1 19 7 1 1774 1 1 1
"20" 1 1 20 3 0 1808 0 1 1
"21" 1 1 21 6 1 1587 1 1 1
"22" 1 1 22 1 1 1571 0 0 1
"23" 1 1 23 5 1 1519 1 1 1
"24" 1 1 24 8 0 1880 1 0 1
"25" 1 1 25 1 1 1134 0 0 1
"26" 1 1 26 6 0 1220 1 0 1
"27" 1 1 27 3 0 2332 0 1 1
"28" 1 1 28 4 0 1896 0 1 1
"29" 1 1 29 8 1 1405 1 1 1
"30" 1 1 30 7 1 849 1 1 1
"31" 1 1 31 2 1 794 0 0 1
"32" 1 1 32 5 1 698 1 1 1
"33" 1 1 33 5 1 548 1 1 1
"34" 1 1 34 1 1 2105 0 0 1
"35" 1 1 35 6 0 1771 1 0 1
"36" 1 1 36 8 1 1886 1 1 1
"37" 1 1 37 2 1 819 0 0 1
"38" 1 1 38 7 1 548 1 1 1
"39" 1 1 39 3 0 1704 0 1 1
"40" 1 1 40 4 0 1636 0 1 1
"41" 1 1 41 1 0 1636 0 1 1
"42" 1 1 42 4 1 1917 0 0 1
"43" 1 1 43 8 1 3516 1 1 1
"44" 1 1 44 6 0 1918 1 0 1
"45" 1 1 45 3 1 1804 0 0 1
"46" 1 1 46 2 1 663 0 0 1
"47" 1 1 47 7 1 572 1 1 1
"48" 1 1 48 5 1 2230 1 1 1
"49" 1 1 49 1 1 1132 0 0 1
"50" 1 1 50 6 1 2706 1 1 1
"51" 1 1 51 7 1 715 1 1 1
"52" 1 1 52 8 1 567 1 1 1
"53" 1 1 53 5 1 1175 1 1 1
"54" 1 1 54 3 1 1270 0 0 1
"55" 1 1 55 2 1 687 0 0 1
"56" 1 1 56 4 1 946 0 0 1
"57" 1 1 57 6 1 1194 1 1 1
"58" 1 1 58 7 1 1540 1 1 1
"59" 1 1 59 3 1 948 0 0 1
"60" 1 1 60 2 1 690 0 0 1
"61" 1 1 61 8 1 457 1 1 1
"62" 1 1 62 1 1 2018 0 0 1
"63" 1 1 63 5 1 1480 1 1 1
"64" 1 1 64 4 1 1328 0 0 1
"65" 1 2 1 5 0 1122 1 0 1
"66" 1 2 2 7 1 2143 1 1 1
"67" 1 2 3 3 1 2302 0 0 1
"68" 1 2 4 4 1 1875 0 0 1
"69" 1 2 5 2 1 1423 0 0 1
"70" 1 2 6 1 1 593 0 0 1
"71" 1 2 7 6 1 833 1 1 1
"72" 1 2 8 8 1 943 1 1 1
"73" 1 2 9 2 1 1588 0 0 1
"74" 1 2 10 8 1 767 1 1 1
"75" 1 2 11 5 1 1851 1 1 1
"76" 1 2 12 6 1 1215 1 1 1
"77" 1 2 13 4 1 1150 0 0 1
"78" 1 2 14 1 1 3103 0 0 1
"79" 1 2 15 3 1 915 0 0 1
"80" 1 2 16 7 1 803 1 1 1
"81" 1 2 17 2 1 1257 0 0 1
"82" 1 2 18 4 1 1006 0 0 1
"83" 1 2 19 7 1 769 1 1 1
"84" 1 2 20 3 1 1432 0 0 1
"85" 1 2 21 6 1 1407 1 1 1
"86" 1 2 22 1 1 994 0 0 1
"87" 1 2 23 5 1 895 1 1 1
"88" 1 2 24 8 1 2093 1 1 1
"89" 1 2 25 1 1 793 0 0 1
"90" 1 2 26 6 1 750 1 1 1
"91" 1 2 27 3 1 868 0 0 1
"92" 1 2 28 4 1 4479 0 0 1
"93" 1 2 29 8 1 747 1 1 1
"94" 1 2 30 7 1 548 1 1 1
"95" 1 2 31 2 1 711 0 0 1
"96" 1 2 32 5 1 932 1 1 1
"97" 1 2 33 5 1 1047 1 1 1
"98" 1 2 34 1 1 725 0 0 1
"99" 1 2 35 6 1 662 1 1 1
"100" 1 2 36 8 1 689 1 1 1
"101" 1 2 37 2 1 654 0 0 1
"102" 1 2 38 7 1 2679 1 1 1
"103" 1 2 39 3 1 765 0 0 1
"104" 1 2 40 4 1 1470 0 0 1
"105" 1 2 41 1 1 799 0 0 1
"106" 1 2 42 4 1 2271 0 0 1
"107" 1 2 43 8 1 646 1 1 1
"108" 1 2 44 6 1 1296 1 1 1
"109" 1 2 45 3 1 941 0 0 1
"110" 1 2 46 2 1 1931 0 0 1
"111" 1 2 47 7 1 1257 1 1 1
"112" 1 2 48 5 1 1693 1 1 1
"113" 1 2 49 1 1 791 0 0 1
"114" 1 2 50 6 1 1141 1 1 1
"115" 1 2 51 7 1 1353 1 1 1
"116" 1 2 52 8 1 728 1 1 1
"117" 1 2 53 5 1 2396 1 1 1
"118" 1 2 54 3 1 697 0 0 1
"119" 1 2 55 2 1 1319 0 0 1
"120" 1 2 56 4 1 1556 0 0 1
"121" 1 2 57 6 1 890 1 1 1
"122" 1 2 58 7 1 1615 1 1 1
"123" 1 2 59 3 1 895 0 0 1
"124" 1 2 60 2 1 903 0 0 1
"125" 1 2 61 8 1 1114 1 1 1
"126" 1 2 62 1 1 1130 0 0 1
"127" 1 2 63 5 1 1591 1 1 1
"128" 1 2 64 4 1 684 0 0 1
"129" 1 3 1 5 0 874 1 0 1
"130" 1 3 2 7 1 940 1 1 1
"131" 1 3 3 3 1 961 0 0 1
"132" 1 3 4 4 1 1232 0 0 1
"133" 1 3 5 2 1 692 0 0 1
"134" 1 3 6 1 1 553 0 0 1
"135" 1 3 7 6 1 605 1 1 1
"136" 1 3 8 8 1 578 1 1 1
"137" 1 3 9 2 1 560 0 0 1
"138" 1 3 10 8 1 579 1 1 1
"139" 1 3 11 5 1 843 1 1 1
"140" 1 3 12 6 1 620 1 1 1
"141" 1 3 13 4 1 735 0 0 1
"142" 1 3 14 1 1 570 0 0 1
"143" 1 3 15 3 1 729 0 0 1
"144" 1 3 16 7 1 492 1 1 1
"145" 1 3 17 2 1 568 0 0 1
"146" 1 3 18 4 1 710 0 0 1
"147" 1 3 19 7 1 506 1 1 1
"148" 1 3 20 3 1 473 0 0 1
"149" 1 3 21 6 0 914 1 0 1
"150" 1 3 22 1 1 763 0 0 1
"151" 1 3 23 5 1 1110 1 1 1
"152" 1 3 24 8 1 970 1 1 1
"153" 1 3 25 1 1 809 0 0 1
"154" 1 3 26 6 1 1061 1 1 1
"155" 1 3 27 3 1 760 0 0 1
"156" 1 3 28 4 1 655 0 0 1
"157" 1 3 29 8 1 593 1 1 1
"158" 1 3 30 7 1 607 1 1 1
"159" 1 3 31 2 1 522 0 0 1
"160" 1 3 32 5 0 751 1 0 1
"161" 1 3 33 5 1 463 1 1 1
"162" 1 3 34 1 1 746 0 0 1
"163" 1 3 35 6 1 762 1 1 1
"164" 1 3 36 8 1 580 1 1 1
"165" 1 3 37 2 1 586 0 0 1
"166" 1 3 38 7 1 690 1 1 1
"167" 1 3 39 3 1 1146 0 0 1
"168" 1 3 40 4 1 714 0 0 1
"169" 1 3 41 1 1 656 0 0 1
"170" 1 3 42 4 1 758 0 0 1
"171" 1 3 43 8 1 566 1 1 1
"172" 1 3 44 6 1 632 1 1 1
"173" 1 3 45 3 1 583 0 0 1
"174" 1 3 46 2 1 559 0 0 1
"175" 1 3 47 7 1 568 1 1 1
"176" 1 3 48 5 1 831 1 1 1
"177" 1 3 49 1 1 531 0 0 1
"178" 1 3 50 6 0 574 1 0 1
"179" 1 3 51 7 1 707 1 1 1
"180" 1 3 52 8 1 609 1 1 1
"181" 1 3 53 5 1 640 1 1 1
"182" 1 3 54 3 1 728 0 0 1
"183" 1 3 55 2 1 1304 0 0 1
"184" 1 3 56 4 1 719 0 0 1
"185" 1 3 57 6 1 569 1 1 1
"186" 1 3 58 7 0 627 1 0 1
"187" 1 3 59 3 1 1436 0 0 1
"188" 1 3 60 2 0 580 0 1 1
"189" 1 3 61 8 1 899 1 1 1
"190" 1 3 62 1 1 794 0 0 1
"191" 1 3 63 5 1 704 1 1 1
"192" 1 3 64 4 1 1237 0 0 1
"193" 1 4 1 5 1 1604 1 1 1
"194" 1 4 2 7 1 734 1 1 1
"195" 1 4 3 3 1 835 0 0 1
"196" 1 4 4 4 1 1407 0 0 1
"197" 1 4 5 2 1 468 0 0 1
"198" 1 4 6 1 1 467 0 0 1
"199" 1 4 7 6 1 1276 1 1 1
"200" 1 4 8 8 1 434 1 1 1
"201" 1 4 9 2 1 467 0 0 1
"202" 1 4 10 8 1 502 1 1 1
"203" 1 4 11 5 1 470 1 1 1
"204" 1 4 12 6 1 1182 1 1 1
"205" 1 4 13 4 1 653 0 0 1
"206" 1 4 14 1 1 378 0 0 1
"207" 1 4 15 3 1 432 0 0 1
"208" 1 4 16 7 1 1565 1 1 1
"209" 1 4 17 2 1 475 0 0 1
"210" 1 4 18 4 1 1902 0 0 1
"211" 1 4 19 7 1 837 1 1 1
"212" 1 4 20 3 1 458 0 0 1
"213" 1 4 21 6 1 1244 1 1 1
"214" 1 4 22 1 1 361 0 0 1
"215" 1 4 23 5 1 530 1 1 1
"216" 1 4 24 8 1 706 1 1 1
"217" 1 4 25 1 1 912 0 0 1
"218" 1 4 26 6 1 417 1 1 1
"219" 1 4 27 3 1 474 0 0 1
"220" 1 4 28 4 1 519 0 0 1
"221" 1 4 29 8 1 489 1 1 1
"222" 1 4 30 7 1 583 1 1 1
"223" 1 4 31 2 1 403 0 0 1
"224" 1 4 32 5 1 464 1 1 1
"225" 1 4 33 5 1 479 1 1 1
"226" 1 4 34 1 1 386 0 0 1
"227" 1 4 35 6 1 463 1 1 1
"228" 1 4 36 8 1 444 1 1 1
"229" 1 4 37 2 1 448 0 0 1
"230" 1 4 38 7 1 369 1 1 1
"231" 1 4 39 3 1 469 0 0 1
"232" 1 4 40 4 1 981 0 0 1
"233" 1 4 41 1 1 433 0 0 1
"234" 1 4 42 4 1 1366 0 0 1
"235" 1 4 43 8 1 476 1 1 1
"236" 1 4 44 6 1 640 1 1 1
"237" 1 4 45 3 1 547 0 0 1
"238" 1 4 46 2 1 738 0 0 1
"239" 1 4 47 7 1 489 1 1 1
"240" 1 4 48 5 1 454 1 1 1
"241" 1 4 49 1 1 371 0 0 1
"242" 1 4 50 6 1 538 1 1 1
"243" 1 4 51 7 1 468 1 1 1
"244" 1 4 52 8 1 387 1 1 1
"245" 1 4 53 5 1 385 1 1 1
"246" 1 4 54 3 1 446 0 0 1
"247" 1 4 55 2 1 448 0 0 1
"248" 1 4 56 4 1 572 0 0 1
"249" 1 4 57 6 1 513 1 1 1
"250" 1 4 58 7 1 576 1 1 1
"251" 1 4 59 3 1 527 0 0 1
"252" 1 4 60 2 1 543 0 0 1
"253" 1 4 61 8 1 555 1 1 1
"254" 1 4 62 1 1 512 0 0 1
"255" 1 4 63 5 1 488 1 1 1
"256" 1 4 64 4 1 364 0 0 1
"257" 1 5 1 5 0 890 1 0 1
"258" 1 5 2 7 0 1321 1 0 1
"259" 1 5 3 3 0 793 0 1 1
"260" 1 5 4 4 0 3132 0 1 1
"261" 1 5 5 2 1 880 0 0 1
"262" 1 5 6 1 1 574 0 0 1
"263" 1 5 7 6 1 923 1 1 1
"264" 1 5 8 8 1 1005 1 1 1
"265" 1 5 9 2 0 742 0 1 1
"266" 1 5 10 8 1 810 1 1 1
"267" 1 5 11 5 0 2902 1 0 1
"268" 1 5 12 6 1 2053 1 1 1
"269" 1 5 13 4 1 982 0 0 1
"270" 1 5 14 1 1 2130 0 0 1
"271" 1 5 15 3 1 780 0 0 1
"272" 1 5 16 7 1 741 1 1 1
"273" 1 5 17 2 1 773 0 0 1
"274" 1 5 18 4 1 1812 0 0 1
"275" 1 5 19 7 1 689 1 1 1
"276" 1 5 20 3 1 1285 0 0 1
"277" 1 5 21 6 1 904 1 1 1
"278" 1 5 22 1 1 723 0 0 1
"279" 1 5 23 5 1 761 1 1 1
"280" 1 5 24 8 1 633 1 1 1
"281" 1 5 25 1 1 537 0 0 1
"282" 1 5 26 6 1 568 1 1 1
"283" 1 5 27 3 1 596 0 0 1
"284" 1 5 28 4 1 1914 0 0 1
"285" 1 5 29 8 1 578 1 1 1
"286" 1 5 30 7 1 589 1 1 1
"287" 1 5 31 2 1 529 0 0 1
"288" 1 5 32 5 1 1436 1 1 1
"289" 1 5 33 5 1 701 1 1 1
"290" 1 5 34 1 1 504 0 0 1
"291" 1 5 35 6 1 861 1 1 1
"292" 1 5 36 8 1 601 1 1 1
"293" 1 5 37 2 1 481 0 0 1
"294" 1 5 38 7 1 598 1 1 1
"295" 1 5 39 3 1 1194 0 0 1
"296" 1 5 40 4 1 698 0 0 1
"297" 1 5 41 1 1 456 0 0 1
"298" 1 5 42 4 1 456 0 0 1
"299" 1 5 43 8 1 554 1 1 1
"300" 1 5 44 6 1 579 1 1 1
"301" 1 5 45 3 1 427 0 0 1
"302" 1 5 46 2 1 635 0 0 1
"303" 1 5 47 7 1 521 1 1 1
"304" 1 5 48 5 1 440 1 1 1
"305" 1 5 49 1 1 472 0 0 1
"306" 1 5 50 6 1 1503 1 1 1
"307" 1 5 51 7 1 510 1 1 1
"308" 1 5 52 8 1 624 1 1 1
"309" 1 5 53 5 1 579 1 1 1
"310" 1 5 54 3 1 602 0 0 1
"311" 1 5 55 2 1 582 0 0 1
"312" 1 5 56 4 1 1112 0 0 1
"313" 1 5 57 6 1 860 1 1 1
"314" 1 5 58 7 1 481 1 1 1
"315" 1 5 59 3 1 561 0 0 1
"316" 1 5 60 2 1 384 0 0 1
"317" 1 5 61 8 1 458 1 1 1
"318" 1 5 62 1 1 472 0 0 1
"319" 1 5 63 5 1 441 1 1 1
"320" 1 5 64 4 1 847 0 0 1
"321" 1 6 1 5 1 2205 1 1 1
"322" 1 6 2 7 1 1726 1 1 1
"323" 1 6 3 3 1 866 0 0 1
"324" 1 6 4 4 1 935 0 0 1
"325" 1 6 5 2 1 718 0 0 1
"326" 1 6 6 1 1 1004 0 0 1
"327" 1 6 7 6 1 1210 1 1 1
"328" 1 6 8 8 1 645 1 1 1
"329" 1 6 9 2 1 797 0 0 1
"330" 1 6 10 8 0 2580 1 0 1
"331" 1 6 11 5 1 1237 1 1 1
"332" 1 6 12 6 1 968 1 1 1
"333" 1 6 13 4 1 2927 0 0 1
"334" 1 6 14 1 1 728 0 0 1
"335" 1 6 15 3 1 977 0 0 1
"336" 1 6 16 7 1 966 1 1 1
"337" 1 6 17 2 1 495 0 0 1
"338" 1 6 18 4 1 3056 0 0 1
"339" 1 6 19 7 1 545 1 1 1
"340" 1 6 20 3 1 3843 0 0 1
"341" 1 6 21 6 1 1936 1 1 1
"342" 1 6 22 1 1 573 0 0 1
"343" 1 6 23 5 1 2441 1 1 1
"344" 1 6 24 8 1 788 1 1 1
"345" 1 6 25 1 1 558 0 0 1
"346" 1 6 26 6 1 1157 1 1 1
"347" 1 6 27 3 1 687 0 0 1
"348" 1 6 28 4 1 3886 0 0 1
"349" 1 6 29 8 1 627 1 1 1
"350" 1 6 30 7 1 448 1 1 1
"351" 1 6 31 2 1 434 0 0 1
"352" 1 6 32 5 1 818 1 1 1
"353" 1 6 33 5 1 1775 1 1 1
"354" 1 6 34 1 1 835 0 0 1
"355" 1 6 35 6 1 733 1 1 1
"356" 1 6 36 8 1 609 1 1 1
"357" 1 6 37 2 1 1180 0 0 1
"358" 1 6 38 7 1 649 1 1 1
"359" 1 6 39 3 1 835 0 0 1
"360" 1 6 40 4 1 4293 0 0 1
"361" 1 6 41 1 1 622 0 0 1
"362" 1 6 42 4 1 552 0 0 1
"363" 1 6 43 8 1 454 1 1 1
"364" 1 6 44 6 1 2938 1 1 1
"365" 1 6 45 3 1 894 0 0 1
"366" 1 6 46 2 1 548 0 0 1
"367" 1 6 47 7 1 507 1 1 1
"368" 1 6 48 5 1 1921 1 1 1
"369" 1 6 49 1 1 448 0 0 1
"370" 1 6 50 6 1 719 1 1 1
"371" 1 6 51 7 1 553 1 1 1
"372" 1 6 52 8 1 546 1 1 1
"373" 1 6 53 5 1 1049 1 1 1
"374" 1 6 54 3 1 505 0 0 1
"375" 1 6 55 2 1 1551 0 0 1
"376" 1 6 56 4 1 792 0 0 1
"377" 1 6 57 6 1 879 1 1 1
"378" 1 6 58 7 1 585 1 1 1
"379" 1 6 59 3 1 608 0 0 1
"380" 1 6 60 2 1 1313 0 0 1
"381" 1 6 61 8 1 658 1 1 1
"382" 1 6 62 1 1 487 0 0 1
"383" 1 6 63 5 1 1372 1 1 1
"384" 1 6 64 4 1 933 0 0 1
"385" 1 7 1 5 0 1620 1 0 1
"386" 1 7 2 7 0 1319 1 0 1
"387" 1 7 3 3 1 1199 0 0 1
"388" 1 7 4 4 0 1562 0 1 1
"389" 1 7 5 2 1 1901 0 0 1
"390" 1 7 6 1 1 1100 0 0 1
"391" 1 7 7 6 1 741 1 1 1
"392" 1 7 8 8 0 859 1 0 1
"393" 1 7 9 2 1 1123 0 0 1
"394" 1 7 10 8 1 793 1 1 1
"395" 1 7 11 5 1 1229 1 1 1
"396" 1 7 12 6 0 975 1 0 1
"397" 1 7 13 4 1 934 0 0 1
"398" 1 7 14 1 0 845 0 1 1
"399" 1 7 15 3 1 978 0 0 1
"400" 1 7 16 7 1 841 1 1 1
"401" 1 7 17 2 1 2813 0 0 1
"402" 1 7 18 4 0 1018 0 1 1
"403" 1 7 19 7 0 947 1 0 1
"404" 1 7 20 3 0 599 0 1 1
"405" 1 7 21 6 0 797 1 0 1
"406" 1 7 22 1 1 1046 0 0 1
"407" 1 7 23 5 0 1328 1 0 1
"408" 1 7 24 8 1 633 1 1 1
"409" 1 7 25 1 1 1389 0 0 1
"410" 1 7 26 6 1 1800 1 1 1
"411" 1 7 27 3 1 974 0 0 1
"412" 1 7 28 4 0 2040 0 1 1
"413" 1 7 29 8 1 973 1 1 1
"414" 1 7 30 7 1 687 1 1 1
"415" 1 7 31 2 1 492 0 0 1
"416" 1 7 32 5 0 1060 1 0 1
"417" 1 7 33 5 1 698 1 1 1
"418" 1 7 34 1 1 746 0 0 1
"419" 1 7 35 6 1 969 1 1 1
"420" 1 7 36 8 1 853 1 1 1
"421" 1 7 37 2 1 1174 0 0 1
"422" 1 7 38 7 1 670 1 1 1
"423" 1 7 39 3 1 540 0 0 1
"424" 1 7 40 4 1 832 0 0 1
"425" 1 7 41 1 1 559 0 0 1
"426" 1 7 42 4 1 1489 0 0 1
"427" 1 7 43 8 1 481 1 1 1
"428" 1 7 44 6 1 2780 1 1 1
"429" 1 7 45 3 1 718 0 0 1
"430" 1 7 46 2 1 786 0 0 1
"431" 1 7 47 7 1 796 1 1 1
"432" 1 7 48 5 1 821 1 1 1
"433" 1 7 49 1 1 1116 0 0 1
"434" 1 7 50 6 1 664 1 1 1
"435" 1 7 51 7 1 625 1 1 1
"436" 1 7 52 8 1 500 1 1 1
"437" 1 7 53 5 1 629 1 1 1
"438" 1 7 54 3 1 547 0 0 1
"439" 1 7 55 2 1 856 0 0 1
"440" 1 7 56 4 1 823 0 0 1
"441" 1 7 57 6 1 749 1 1 1
"442" 1 7 58 7 1 629 1 1 1
"443" 1 7 59 3 1 649 0 0 1
"444" 1 7 60 2 1 583 0 0 1
"445" 1 7 61 8 1 626 1 1 1
"446" 1 7 62 1 1 625 0 0 1
"447" 1 7 63 5 1 658 1 1 1
"448" 1 7 64 4 1 930 0 0 1
"449" 1 8 1 5 0 2377 1 0 1
"450" 1 8 2 7 0 3532 1 0 1
"451" 1 8 3 3 1 3009 0 0 1
"452" 1 8 4 4 0 2130 0 1 1
"453" 1 8 5 2 1 1247 0 0 1
"454" 1 8 6 1 1 1027 0 0 1
"455" 1 8 7 6 1 1048 1 1 1
"456" 1 8 8 8 1 721 1 1 1
"457" 1 8 9 2 1 620 0 0 1
"458" 1 8 10 8 0 1042 1 0 1
"459" 1 8 11 5 1 2621 1 1 1
"460" 1 8 12 6 1 956 1 1 1
"461" 1 8 13 4 1 1105 0 0 1
"462" 1 8 14 1 1 1847 0 0 1
"463" 1 8 15 3 1 819 0 0 1
"464" 1 8 16 7 1 623 1 1 1
"465" 1 8 17 2 1 888 0 0 1
"466" 1 8 18 4 1 1000 0 0 1
"467" 1 8 19 7 1 561 1 1 1
"468" 1 8 20 3 1 1421 0 0 1
"469" 1 8 21 6 1 1037 1 1 1
"470" 1 8 22 1 1 1151 0 0 1
"471" 1 8 23 5 1 671 1 1 1
"472" 1 8 24 8 1 631 1 1 1
"473" 1 8 25 1 1 658 0 0 1
"474" 1 8 26 6 1 776 1 1 1
"475" 1 8 27 3 1 699 0 0 1
"476" 1 8 28 4 1 616 0 0 1
"477" 1 8 29 8 1 445 1 1 1
"478" 1 8 30 7 1 548 1 1 1
"479" 1 8 31 2 1 521 0 0 1
"480" 1 8 32 5 1 882 1 1 1
"481" 1 8 33 5 1 638 1 1 1
"482" 1 8 34 1 1 540 0 0 1
"483" 1 8 35 6 1 644 1 1 1
"484" 1 8 36 8 1 570 1 1 1
"485" 1 8 37 2 1 478 0 0 1
"486" 1 8 38 7 1 833 1 1 1
"487" 1 8 39 3 1 750 0 0 1
"488" 1 8 40 4 1 885 0 0 1
"489" 1 8 41 1 1 3118 0 0 1
"490" 1 8 42 4 1 597 0 0 1
"491" 1 8 43 8 1 469 1 1 1
"492" 1 8 44 6 1 502 1 1 1
"493" 1 8 45 3 1 861 0 0 1
"494" 1 8 46 2 1 835 0 0 1
"495" 1 8 47 7 1 495 1 1 1
"496" 1 8 48 5 1 798 1 1 1
"497" 1 8 49 1 1 662 0 0 1
"498" 1 8 50 6 1 756 1 1 1
"499" 1 8 51 7 1 548 1 1 1
"500" 1 8 52 8 1 903 1 1 1
"501" 1 8 53 5 1 584 1 1 1
"502" 1 8 54 3 1 687 0 0 1
"503" 1 8 55 2 1 1289 0 0 1
"504" 1 8 56 4 1 522 0 0 1
"505" 1 8 57 6 1 635 1 1 1
"506" 1 8 58 7 1 425 1 1 1
"507" 1 8 59 3 1 551 0 0 1
"508" 1 8 60 2 1 703 0 0 1
"509" 1 8 61 8 1 480 1 1 1
"510" 1 8 62 1 1 806 0 0 1
"511" 1 8 63 5 1 661 1 1 1
"512" 1 8 64 4 1 560 0 0 1
"513" 1 9 1 5 0 458 1 0 1
"514" 1 9 2 7 1 586 1 1 1
"515" 1 9 3 3 1 616 0 0 1
"516" 1 9 4 4 1 600 0 0 1
"517" 1 9 5 2 1 498 0 0 1
"518" 1 9 6 1 1 404 0 0 1
"519" 1 9 7 6 1 399 1 1 1
"520" 1 9 8 8 1 534 1 1 1
"521" 1 9 9 2 1 531 0 0 1
"522" 1 9 10 8 1 326 1 1 1
"523" 1 9 11 5 0 814 1 0 1
"524" 1 9 12 6 1 711 1 1 1
"525" 1 9 13 4 1 457 0 0 1
"526" 1 9 14 1 1 538 0 0 1
"527" 1 9 15 3 1 598 0 0 1
"528" 1 9 16 7 1 419 1 1 1
"529" 1 9 17 2 1 321 0 0 1
"530" 1 9 18 4 1 703 0 0 1
"531" 1 9 19 7 1 349 1 1 1
"532" 1 9 20 3 1 619 0 0 1
"533" 1 9 21 6 1 421 1 1 1
"534" 1 9 22 1 1 357 0 0 1
"535" 1 9 23 5 1 311 1 1 1
"536" 1 9 24 8 1 486 1 1 1
"537" 1 9 25 1 1 298 0 0 1
"538" 1 9 26 6 1 229 1 1 1
"539" 1 9 27 3 1 276 0 0 1
"540" 1 9 28 4 0 248 0 1 1
"541" 1 9 29 8 1 763 1 1 1
"542" 1 9 30 7 1 355 1 1 1
"543" 1 9 31 2 1 367 0 0 1
"544" 1 9 32 5 1 380 1 1 1
"545" 1 9 33 5 1 691 1 1 1
"546" 1 9 34 1 1 357 0 0 1
"547" 1 9 35 6 1 267 1 1 1
"548" 1 9 36 8 0 248 1 0 1
"549" 1 9 37 2 1 532 0 0 1
"550" 1 9 38 7 1 478 1 1 1
"551" 1 9 39 3 1 610 0 0 1
"552" 1 9 40 4 0 694 0 1 1
"553" 1 9 41 1 1 588 0 0 1
"554" 1 9 42 4 1 475 0 0 1
"555" 1 9 43 8 1 301 1 1 1
"556" 1 9 44 6 1 814 1 1 1
"557" 1 9 45 3 1 510 0 0 1
"558" 1 9 46 2 1 568 0 0 1
"559" 1 9 47 7 1 410 1 1 1
"560" 1 9 48 5 1 1432 1 1 1
"561" 1 9 49 1 1 363 0 0 1
"562" 1 9 50 6 1 477 1 1 1
"563" 1 9 51 7 1 571 1 1 1
"564" 1 9 52 8 1 417 1 1 1
"565" 1 9 53 5 1 668 1 1 1
"566" 1 9 54 3 1 534 0 0 1
"567" 1 9 55 2 1 390 0 0 1
"568" 1 9 56 4 1 562 0 0 1
"569" 1 9 57 6 1 389 1 1 1
"570" 1 9 58 7 1 443 1 1 1
"571" 1 9 59 3 1 372 0 0 1
"572" 1 9 60 2 1 386 0 0 1
"573" 1 9 61 8 1 265 1 1 1
"574" 1 9 62 1 1 489 0 0 1
"575" 1 9 63 5 1 288 1 1 1
"576" 1 9 64 4 1 437 0 0 1
"577" 1 10 1 5 0 1120 1 0 1
"578" 1 10 2 7 1 966 1 1 1
"579" 1 10 3 3 0 1161 0 1 1
"580" 1 10 4 4 1 2079 0 0 1
"581" 1 10 5 2 1 1219 0 0 1
"582" 1 10 6 1 1 2099 0 0 1
"583" 1 10 7 6 0 785 1 0 1
"584" 1 10 8 8 0 1666 1 0 1
"585" 1 10 9 2 0 950 0 1 1
"586" 1 10 10 8 0 2228 1 0 1
"587" 1 10 11 5 1 2200 1 1 1
"588" 1 10 12 6 0 1120 1 0 1
"589" 1 10 13 4 0 2563 0 1 1
"590" 1 10 14 1 0 3260 0 1 1
"591" 1 10 15 3 0 2209 0 1 1
"592" 1 10 16 7 0 1268 1 0 1
"593" 1 10 17 2 1 2705 0 0 1
"594" 1 10 18 4 1 780 0 0 1
"595" 1 10 19 7 1 694 1 1 1
"596" 1 10 20 3 1 1995 0 0 1
"597" 1 10 21 6 1 1986 1 1 1
"598" 1 10 22 1 1 1227 0 0 1
"599" 1 10 23 5 1 1021 1 1 1
"600" 1 10 24 8 1 1860 1 1 1
"601" 1 10 25 1 1 757 0 0 1
"602" 1 10 26 6 0 2267 1 0 1
"603" 1 10 27 3 1 1596 0 0 1
"604" 1 10 28 4 0 3494 0 1 1
"605" 1 10 29 8 1 1891 1 1 1
"606" 1 10 30 7 1 1015 1 1 1
"607" 1 10 31 2 0 2121 0 1 1
"608" 1 10 32 5 1 3078 1 1 1
"609" 1 10 33 5 1 896 1 1 1
"610" 1 10 34 1 1 1270 0 0 1
"611" 1 10 35 6 1 1059 1 1 1
"612" 1 10 36 8 1 764 1 1 1
"613" 1 10 37 2 1 508 0 0 1
"614" 1 10 38 7 1 353 1 1 1
"615" 1 10 39 3 1 436 0 0 1
"616" 1 10 40 4 0 813 0 1 1
"617" 1 10 41 1 1 623 0 0 1
"618" 1 10 42 4 1 1854 0 0 1
"619" 1 10 43 8 1 748 1 1 1
"620" 1 10 44 6 1 1624 1 1 1
"621" 1 10 45 3 1 570 0 0 1
"622" 1 10 46 2 1 1282 0 0 1
"623" 1 10 47 7 1 626 1 1 1
"624" 1 10 48 5 1 1650 1 1 1
"625" 1 10 49 1 1 1064 0 0 1
